"tick","Block","PorpoiseCount"
4378.0,0,0
4378.0,1,4517
4379.0,2,5215
4379.0,0,0
4379.0,1,4509
4380.0,2,5214
4380.0,0,0
4380.0,1,4510
4381.0,2,5206
4381.0,0,0
4381.0,1,4518
4382.0,2,5204
4382.0,0,0
4382.0,1,4520
4383.0,2,5207
4383.0,0,0
4383.0,1,4517
4384.0,2,5209
4384.0,0,0
4384.0,1,4515
4385.0,2,5201
4385.0,0,0
4385.0,1,4523
4386.0,2,5192
4386.0,0,0
4386.0,1,4532
4387.0,2,5199
4387.0,0,0
4387.0,1,4525
4388.0,2,5200
4388.0,0,0
4388.0,1,4524
4389.0,2,5200
4389.0,0,0
4389.0,1,4524
4390.0,2,5200
4390.0,0,0
4390.0,1,4524
4391.0,2,5206
4391.0,0,0
4391.0,1,4518
4392.0,2,5205
4392.0,0,0
4392.0,1,4519
4393.0,2,5202
4393.0,0,0
4393.0,1,4521
4394.0,2,5198
4394.0,0,0
4394.0,1,4525
4395.0,2,5195
4395.0,0,0
4395.0,1,4528
4396.0,2,5195
4396.0,0,0
4396.0,1,4528
4397.0,2,5189
4397.0,0,0
4397.0,1,4534
4398.0,2,5183
4398.0,0,0
4398.0,1,4540
4399.0,2,5190
4399.0,0,0
4399.0,1,4533
4400.0,2,5190
4400.0,0,0
4400.0,1,4533
4401.0,2,5194
4401.0,0,0
4401.0,1,4529
4402.0,2,5186
4402.0,0,0
4402.0,1,4537
4403.0,2,5185
4403.0,0,0
4403.0,1,4538
4404.0,2,5192
4404.0,0,0
4404.0,1,4531
4405.0,2,5184
4405.0,0,0
4405.0,1,4539
4406.0,2,5183
4406.0,0,0
4406.0,1,4540
4407.0,2,5187
4407.0,0,0
4407.0,1,4536
4408.0,2,5184
4408.0,0,0
4408.0,1,4539
4409.0,2,5190
4409.0,0,0
4409.0,1,4532
4410.0,2,5195
4410.0,0,0
4410.0,1,4527
4411.0,2,5209
4411.0,0,0
4411.0,1,4513
4412.0,2,5212
4412.0,0,0
4412.0,1,4510
4413.0,2,5211
4413.0,0,0
4413.0,1,4511
4414.0,2,5199
4414.0,0,0
4414.0,1,4523
4415.0,2,5201
4415.0,0,0
4415.0,1,4521
4416.0,2,5195
4416.0,0,0
4416.0,1,4526
4417.0,2,5192
4417.0,0,0
4417.0,1,4529
4418.0,2,5200
4418.0,0,0
4418.0,1,4521
4419.0,2,5209
4419.0,0,0
4419.0,1,4512
4420.0,2,5213
4420.0,0,0
4420.0,1,4508
4421.0,2,5219
4421.0,0,0
4421.0,1,4502
4422.0,2,5234
4422.0,0,0
4422.0,1,4487
4423.0,2,5229
4423.0,0,0
4423.0,1,4492
4424.0,2,5237
4424.0,0,0
4424.0,1,4483
4425.0,2,5229
4425.0,0,0
4425.0,1,4491
4426.0,2,5224
4426.0,0,0
4426.0,1,4496
4427.0,2,5222
4427.0,0,0
4427.0,1,4498
4428.0,2,5231
4428.0,0,0
4428.0,1,4489
4429.0,2,5237
4429.0,0,0
4429.0,1,4483
4430.0,2,5233
4430.0,0,0
4430.0,1,4486
4431.0,2,5233
4431.0,0,0
4431.0,1,4486
4432.0,2,5226
4432.0,0,0
4432.0,1,4493
4433.0,2,5227
4433.0,0,0
4433.0,1,4492
4434.0,2,5234
4434.0,0,0
4434.0,1,4485
4435.0,2,5227
4435.0,0,0
4435.0,1,4492
4436.0,2,5232
4436.0,0,0
4436.0,1,4487
4437.0,2,5222
4437.0,0,0
4437.0,1,4496
4438.0,2,5228
4438.0,0,0
4438.0,1,4489
4439.0,2,5227
4439.0,0,0
4439.0,1,4490
4440.0,2,5232
4440.0,0,0
4440.0,1,4485
4441.0,2,5232
4441.0,0,0
4441.0,1,4485
4442.0,2,5223
4442.0,0,0
4442.0,1,4494
4443.0,2,5236
4443.0,0,0
4443.0,1,4481
4444.0,2,5236
4444.0,0,0
4444.0,1,4481
4445.0,2,5232
4445.0,0,0
4445.0,1,4484
4446.0,2,5236
4446.0,0,0
4446.0,1,4480
4447.0,2,5225
4447.0,0,0
4447.0,1,4490
4448.0,2,5226
4448.0,0,0
4448.0,1,4489
4449.0,2,5227
4449.0,0,0
4449.0,1,4487
4450.0,2,5224
4450.0,0,0
4450.0,1,4489
4451.0,2,5227
4451.0,0,0
4451.0,1,4485
4452.0,2,5232
4452.0,0,0
4452.0,1,4480
4453.0,2,5233
4453.0,0,0
4453.0,1,4479
4454.0,2,5234
4454.0,0,0
4454.0,1,4478
4455.0,2,5230
4455.0,0,0
4455.0,1,4482
4456.0,2,5232
4456.0,0,0
4456.0,1,4480
4457.0,2,5236
4457.0,0,0
4457.0,1,4476
4458.0,2,5237
4458.0,0,0
4458.0,1,4475
4459.0,2,5236
4459.0,0,0
4459.0,1,4475
4460.0,2,5230
4460.0,0,0
4460.0,1,4481
4461.0,2,5228
4461.0,0,0
4461.0,1,4483
4462.0,2,5225
4462.0,0,0
4462.0,1,4486
4463.0,2,5229
4463.0,0,0
4463.0,1,4482
4464.0,2,5225
4464.0,0,0
4464.0,1,4486
4465.0,2,5224
4465.0,0,0
4465.0,1,4487
4466.0,2,5228
4466.0,0,0
4466.0,1,4483
4467.0,2,5229
4467.0,0,0
4467.0,1,4481
4468.0,2,5238
4468.0,0,0
4468.0,1,4472
4469.0,2,5245
4469.0,0,0
4469.0,1,4464
4470.0,2,5250
4470.0,0,0
4470.0,1,4459
4471.0,2,5245
4471.0,0,0
4471.0,1,4464
4472.0,2,5247
4472.0,0,0
4472.0,1,4462
4473.0,2,5245
4473.0,0,0
4473.0,1,4464
4474.0,2,5249
4474.0,0,0
4474.0,1,4459
4475.0,2,5246
4475.0,0,0
4475.0,1,4462
4476.0,2,5247
4476.0,0,0
4476.0,1,4461
4477.0,2,5252
4477.0,0,0
4477.0,1,4456
4478.0,2,5252
4478.0,0,0
4478.0,1,4456
4479.0,2,5250
4479.0,0,0
4479.0,1,4457
4480.0,2,5252
4480.0,0,0
4480.0,1,4455
4481.0,2,5237
4481.0,0,0
4481.0,1,4470
4482.0,2,5237
4482.0,0,0
4482.0,1,4469
4483.0,2,5233
4483.0,0,0
4483.0,1,4473
4484.0,2,5231
4484.0,0,0
4484.0,1,4475
4485.0,2,5242
4485.0,0,0
4485.0,1,4464
4486.0,2,5245
4486.0,0,0
4486.0,1,4461
4487.0,2,5245
4487.0,0,0
4487.0,1,4461
4488.0,2,5243
4488.0,0,0
4488.0,1,4463
4489.0,2,5246
4489.0,0,0
4489.0,1,4460
4490.0,2,5243
4490.0,0,0
4490.0,1,4463
4491.0,2,5248
4491.0,0,0
4491.0,1,4458
4492.0,2,5246
4492.0,0,0
4492.0,1,4460
4493.0,2,5244
4493.0,0,0
4493.0,1,4462
4494.0,2,5248
4494.0,0,0
4494.0,1,4458
4495.0,2,5250
4495.0,0,0
4495.0,1,4456
4496.0,2,5254
4496.0,0,0
4496.0,1,4452
4497.0,2,5253
4497.0,0,0
4497.0,1,4452
4498.0,2,5253
4498.0,0,0
4498.0,1,4452
4499.0,2,5250
4499.0,0,0
4499.0,1,4455
4500.0,2,5258
4500.0,0,0
4500.0,1,4447
4501.0,2,5258
4501.0,0,0
4501.0,1,4446
4502.0,2,5258
4502.0,0,0
4502.0,1,4446
4503.0,2,5260
4503.0,0,0
4503.0,1,4444
4504.0,2,5250
4504.0,0,0
4504.0,1,4454
4505.0,2,5246
4505.0,0,0
4505.0,1,4458
4506.0,2,5247
4506.0,0,0
4506.0,1,4457
4507.0,2,5246
4507.0,0,0
4507.0,1,4458
4508.0,2,5245
4508.0,0,0
4508.0,1,4459
4509.0,2,5253
4509.0,0,0
4509.0,1,4451
4510.0,2,5243
4510.0,0,0
4510.0,1,4461
4511.0,2,5240
4511.0,0,0
4511.0,1,4464
4512.0,2,5245
4512.0,0,0
4512.0,1,4459
4513.0,2,5242
4513.0,0,0
4513.0,1,4462
4514.0,2,5239
4514.0,0,0
4514.0,1,4465
4515.0,2,5243
4515.0,0,0
4515.0,1,4461
4516.0,2,5253
4516.0,0,0
4516.0,1,4450
4517.0,2,5251
4517.0,0,0
4517.0,1,4452
4518.0,2,5255
4518.0,0,0
4518.0,1,4448
4519.0,2,5254
4519.0,0,0
4519.0,1,4449
4520.0,2,5253
4520.0,0,0
4520.0,1,4450
4521.0,2,5259
4521.0,0,0
4521.0,1,4444
4522.0,2,5259
4522.0,0,0
4522.0,1,4444
4523.0,2,5259
4523.0,0,0
4523.0,1,4444
4524.0,2,5253
4524.0,0,0
4524.0,1,4450
4525.0,2,5249
4525.0,0,0
4525.0,1,4453
4526.0,2,5250
4526.0,0,0
4526.0,1,4451
4527.0,2,5261
4527.0,0,0
4527.0,1,4440
4528.0,2,5252
4528.0,0,0
4528.0,1,4449
4529.0,2,5263
4529.0,0,0
4529.0,1,4436
4530.0,2,5263
4530.0,0,0
4530.0,1,4436
4531.0,2,5257
4531.0,0,0
4531.0,1,4442
4532.0,2,5250
4532.0,0,0
4532.0,1,4449
4533.0,2,5245
4533.0,0,0
4533.0,1,4454
4534.0,2,5244
4534.0,0,0
4534.0,1,4455
4535.0,2,5249
4535.0,0,0
4535.0,1,4449
4536.0,2,5259
4536.0,0,0
4536.0,1,4439
4537.0,2,5262
4537.0,0,0
4537.0,1,4436
4538.0,2,5267
4538.0,0,0
4538.0,1,4431
4539.0,2,5261
4539.0,0,0
4539.0,1,4437
4540.0,2,5260
4540.0,0,0
4540.0,1,4438
4541.0,2,5265
4541.0,0,0
4541.0,1,4433
4542.0,2,5267
4542.0,0,0
4542.0,1,4431
4543.0,2,5268
4543.0,0,0
4543.0,1,4430
4544.0,2,5264
4544.0,0,0
4544.0,1,4434
4545.0,2,5263
4545.0,0,0
4545.0,1,4435
4546.0,2,5264
4546.0,0,0
4546.0,1,4434
4547.0,2,5250
4547.0,0,0
4547.0,1,4448
4548.0,2,5247
4548.0,0,0
4548.0,1,4451
4549.0,2,5240
4549.0,0,0
4549.0,1,4458
4550.0,2,5241
4550.0,0,0
4550.0,1,4457
4551.0,2,5239
4551.0,0,0
4551.0,1,4459
4552.0,2,5246
4552.0,0,0
4552.0,1,4452
4553.0,2,5249
4553.0,0,0
4553.0,1,4449
4554.0,2,5247
4554.0,0,0
4554.0,1,4451
4555.0,2,5236
4555.0,0,0
4555.0,1,4462
4556.0,2,5241
4556.0,0,0
4556.0,1,4457
4557.0,2,5236
4557.0,0,0
4557.0,1,4462
4558.0,2,5233
4558.0,0,0
4558.0,1,4465
4559.0,2,5235
4559.0,0,0
4559.0,1,4463
4560.0,2,5235
4560.0,0,0
4560.0,1,4463
4561.0,2,5248
4561.0,0,0
4561.0,1,4449
4562.0,2,5244
4562.0,0,0
4562.0,1,4453
4563.0,2,5249
4563.0,0,0
4563.0,1,4447
4564.0,2,5246
4564.0,0,0
4564.0,1,4449
4565.0,2,5249
4565.0,0,0
4565.0,1,4445
4566.0,2,5259
4566.0,0,0
4566.0,1,4435
4567.0,2,5257
4567.0,0,0
4567.0,1,4437
4568.0,2,5260
4568.0,0,0
4568.0,1,4433
4569.0,2,5255
4569.0,0,0
4569.0,1,4438
4570.0,2,5253
4570.0,0,0
4570.0,1,4440
4571.0,2,5256
4571.0,0,0
4571.0,1,4437
4572.0,2,5257
4572.0,0,0
4572.0,1,4436
4573.0,2,5261
4573.0,0,0
4573.0,1,4431
4574.0,2,5258
4574.0,0,0
4574.0,1,4434
4575.0,2,5266
4575.0,0,0
4575.0,1,4426
4576.0,2,5260
4576.0,0,0
4576.0,1,4432
4577.0,2,5255
4577.0,0,0
4577.0,1,4436
4578.0,2,5252
4578.0,0,0
4578.0,1,4439
4579.0,2,5249
4579.0,0,0
4579.0,1,4442
4580.0,2,5250
4580.0,0,0
4580.0,1,4441
4581.0,2,5248
4581.0,0,0
4581.0,1,4443
4582.0,2,5240
4582.0,0,0
4582.0,1,4451
4583.0,2,5244
4583.0,0,0
4583.0,1,4447
4584.0,2,5240
4584.0,0,0
4584.0,1,4451
4585.0,2,5243
4585.0,0,0
4585.0,1,4448
4586.0,2,5246
4586.0,0,0
4586.0,1,4445
4587.0,2,5240
4587.0,0,0
4587.0,1,4451
4588.0,2,5234
4588.0,0,0
4588.0,1,4457
4589.0,2,5232
4589.0,0,0
4589.0,1,4459
4590.0,2,5237
4590.0,0,0
4590.0,1,4454
4591.0,2,5235
4591.0,0,0
4591.0,1,4456
4592.0,2,5231
4592.0,0,0
4592.0,1,4460
4593.0,2,5230
4593.0,0,0
4593.0,1,4460
4594.0,2,5228
4594.0,0,0
4594.0,1,4462
4595.0,2,5221
4595.0,0,0
4595.0,1,4469
4596.0,2,5226
4596.0,0,0
4596.0,1,4464
4597.0,2,5234
4597.0,0,0
4597.0,1,4456
4598.0,2,5237
4598.0,0,0
4598.0,1,4453
4599.0,2,5226
4599.0,0,0
4599.0,1,4464
4600.0,2,5226
4600.0,0,0
4600.0,1,4463
4601.0,2,5218
4601.0,0,0
4601.0,1,4471
4602.0,2,5221
4602.0,0,0
4602.0,1,4468
4603.0,2,5220
4603.0,0,0
4603.0,1,4469
4604.0,2,5209
4604.0,0,0
4604.0,1,4479
4605.0,2,5208
4605.0,0,0
4605.0,1,4480
4606.0,2,5200
4606.0,0,0
4606.0,1,4488
4607.0,2,5195
4607.0,0,0
4607.0,1,4493
4608.0,2,5201
4608.0,0,0
4608.0,1,4487
4609.0,2,5197
4609.0,0,0
4609.0,1,4490
4610.0,2,5194
4610.0,0,0
4610.0,1,4493
4611.0,2,5193
4611.0,0,0
4611.0,1,4493
4612.0,2,5195
4612.0,0,0
4612.0,1,4491
4613.0,2,5197
4613.0,0,0
4613.0,1,4489
4614.0,2,5199
4614.0,0,0
4614.0,1,4487
4615.0,2,5207
4615.0,0,0
4615.0,1,4479
4616.0,2,5205
4616.0,0,0
4616.0,1,4481
4617.0,2,5195
4617.0,0,0
4617.0,1,4491
4618.0,2,5194
4618.0,0,0
4618.0,1,4491
4619.0,2,5195
4619.0,0,0
4619.0,1,4490
4620.0,2,5199
4620.0,0,0
4620.0,1,4485
4621.0,2,5195
4621.0,0,0
4621.0,1,4489
4622.0,2,5190
4622.0,0,0
4622.0,1,4493
4623.0,2,5192
4623.0,0,0
4623.0,1,4491
4624.0,2,5195
4624.0,0,0
4624.0,1,4487
4625.0,2,5189
4625.0,0,0
4625.0,1,4493
4626.0,2,5191
4626.0,0,0
4626.0,1,4491
4627.0,2,5193
4627.0,0,0
4627.0,1,4488
4628.0,2,5195
4628.0,0,0
4628.0,1,4486
4629.0,2,5201
4629.0,0,0
4629.0,1,4479
4630.0,2,5194
4630.0,0,0
4630.0,1,4486
4631.0,2,5201
4631.0,0,0
4631.0,1,4479
4632.0,2,5199
4632.0,0,0
4632.0,1,4481
4633.0,2,5199
4633.0,0,0
4633.0,1,4480
4634.0,2,5189
4634.0,0,0
4634.0,1,4490
4635.0,2,5191
4635.0,0,0
4635.0,1,4488
4636.0,2,5193
4636.0,0,0
4636.0,1,4486
4637.0,2,5184
4637.0,0,0
4637.0,1,4493
4638.0,2,5180
4638.0,0,0
4638.0,1,4497
4639.0,2,5184
4639.0,0,0
4639.0,1,4492
4640.0,2,5184
4640.0,0,0
4640.0,1,4492
4641.0,2,5192
4641.0,0,0
4641.0,1,4484
4642.0,2,5184
4642.0,0,0
4642.0,1,4492
4643.0,2,5195
4643.0,0,0
4643.0,1,4481
4644.0,2,5198
4644.0,0,0
4644.0,1,4478
4645.0,2,5195
4645.0,0,0
4645.0,1,4481
4646.0,2,5196
4646.0,0,0
4646.0,1,4480
4647.0,2,5196
4647.0,0,0
4647.0,1,4480
4648.0,2,5188
4648.0,0,0
4648.0,1,4488
4649.0,2,5188
4649.0,0,0
4649.0,1,4488
4650.0,2,5189
4650.0,0,0
4650.0,1,4487
4651.0,2,5195
4651.0,0,0
4651.0,1,4481
4652.0,2,5195
4652.0,0,0
4652.0,1,4481
4653.0,2,5184
4653.0,0,0
4653.0,1,4492
4654.0,2,5180
4654.0,0,0
4654.0,1,4496
4655.0,2,5171
4655.0,0,0
4655.0,1,4505
4656.0,2,5172
4656.0,0,0
4656.0,1,4504
4657.0,2,5172
4657.0,0,0
4657.0,1,4504
4658.0,2,5182
4658.0,0,0
4658.0,1,4494
4659.0,2,5183
4659.0,0,0
4659.0,1,4493
4660.0,2,5176
4660.0,0,0
4660.0,1,4500
4661.0,2,5183
4661.0,0,0
4661.0,1,4493
4662.0,2,5181
4662.0,0,0
4662.0,1,4495
4663.0,2,5169
4663.0,0,0
4663.0,1,4507
4664.0,2,5178
4664.0,0,0
4664.0,1,4498
4665.0,2,5188
4665.0,0,0
4665.0,1,4488
4666.0,2,5189
4666.0,0,0
4666.0,1,4487
4667.0,2,5184
4667.0,0,0
4667.0,1,4492
4668.0,2,5183
4668.0,0,0
4668.0,1,4493
4669.0,2,5183
4669.0,0,0
4669.0,1,4493
4670.0,2,5181
4670.0,0,0
4670.0,1,4495
4671.0,2,5187
4671.0,0,0
4671.0,1,4489
4672.0,2,5180
4672.0,0,0
4672.0,1,4496
4673.0,2,5186
4673.0,0,0
4673.0,1,4490
4674.0,2,5183
4674.0,0,0
4674.0,1,4493
4675.0,2,5180
4675.0,0,0
4675.0,1,4496
4676.0,2,5181
4676.0,0,0
4676.0,1,4495
4677.0,2,5180
4677.0,0,0
4677.0,1,4496
4678.0,2,5177
4678.0,0,0
4678.0,1,4499
4679.0,2,5183
4679.0,0,0
4679.0,1,4493
4680.0,2,5185
4680.0,0,0
4680.0,1,4491
4681.0,2,5183
4681.0,0,0
4681.0,1,4492
4682.0,2,5187
4682.0,0,0
4682.0,1,4488
4683.0,2,5193
4683.0,0,0
4683.0,1,4482
4684.0,2,5191
4684.0,0,0
4684.0,1,4484
4685.0,2,5190
4685.0,0,0
4685.0,1,4485
4686.0,2,5202
4686.0,0,0
4686.0,1,4472
4687.0,2,5204
4687.0,0,0
4687.0,1,4470
4688.0,2,5207
4688.0,0,0
4688.0,1,4467
4689.0,2,5206
4689.0,0,0
4689.0,1,4468
4690.0,2,5204
4690.0,0,0
4690.0,1,4470
4691.0,2,5204
4691.0,0,0
4691.0,1,4470
4692.0,2,5206
4692.0,0,0
4692.0,1,4468
4693.0,2,5199
4693.0,0,0
4693.0,1,4475
4694.0,2,5199
4694.0,0,0
4694.0,1,4474
4695.0,2,5197
4695.0,0,0
4695.0,1,4476
4696.0,2,5193
4696.0,0,0
4696.0,1,4479
4697.0,2,5194
4697.0,0,0
4697.0,1,4478
4698.0,2,5198
4698.0,0,0
4698.0,1,4473
4699.0,2,5199
4699.0,0,0
4699.0,1,4472
4700.0,2,5198
4700.0,0,0
4700.0,1,4473
4701.0,2,5196
4701.0,0,0
4701.0,1,4475
4702.0,2,5199
4702.0,0,0
4702.0,1,4471
4703.0,2,5204
4703.0,0,0
4703.0,1,4466
4704.0,2,5208
4704.0,0,0
4704.0,1,4462
4705.0,2,5202
4705.0,0,0
4705.0,1,4468
4706.0,2,5204
4706.0,0,0
4706.0,1,4466
4707.0,2,5194
4707.0,0,0
4707.0,1,4476
4708.0,2,5198
4708.0,0,0
4708.0,1,4472
4709.0,2,5194
4709.0,0,0
4709.0,1,4476
4710.0,2,5193
4710.0,0,0
4710.0,1,4477
4711.0,2,5197
4711.0,0,0
4711.0,1,4473
4712.0,2,5200
4712.0,0,0
4712.0,1,4470
4713.0,2,5196
4713.0,0,0
4713.0,1,4474
4714.0,2,5207
4714.0,0,0
4714.0,1,4463
4715.0,2,5209
4715.0,0,0
4715.0,1,4461
4716.0,2,5209
4716.0,0,0
4716.0,1,4461
4717.0,2,5210
4717.0,0,0
4717.0,1,4460
4718.0,2,5213
4718.0,0,0
4718.0,1,4457
4719.0,2,5217
4719.0,0,0
4719.0,1,4452
4720.0,2,5216
4720.0,0,0
4720.0,1,4453
4721.0,2,5212
4721.0,0,0
4721.0,1,4457
4722.0,2,5206
4722.0,0,0
4722.0,1,4462
4723.0,2,5206
4723.0,0,0
4723.0,1,4462
4724.0,2,5202
4724.0,0,0
4724.0,1,4466
4725.0,2,5202
4725.0,0,0
4725.0,1,4466
4726.0,2,5211
4726.0,0,0
4726.0,1,4457
4727.0,2,5212
4727.0,0,0
4727.0,1,4456
4728.0,2,5208
4728.0,0,0
4728.0,1,4460
4729.0,2,5209
4729.0,0,0
4729.0,1,4459
4730.0,2,5209
4730.0,0,0
4730.0,1,4458
4731.0,2,5209
4731.0,0,0
4731.0,1,4458
4732.0,2,5208
4732.0,0,0
4732.0,1,4459
4733.0,2,5203
4733.0,0,0
4733.0,1,4464
4734.0,2,5211
4734.0,0,0
4734.0,1,4456
4735.0,2,5204
4735.0,0,0
4735.0,1,4463
4736.0,2,5201
4736.0,0,0
4736.0,1,4466
4737.0,2,5199
4737.0,0,0
4737.0,1,4468
4738.0,2,5203
4738.0,0,0
4738.0,1,4464
4739.0,2,5198
4739.0,0,0
4739.0,1,4469
4740.0,2,5192
4740.0,0,0
4740.0,1,4475
4741.0,2,5198
4741.0,0,0
4741.0,1,4469
4742.0,2,5204
4742.0,0,0
4742.0,1,4463
4743.0,2,5211
4743.0,0,0
4743.0,1,4456
4744.0,2,5208
4744.0,0,0
4744.0,1,4459
4745.0,2,5211
4745.0,0,0
4745.0,1,4453
4746.0,2,5217
4746.0,0,0
4746.0,1,4447
4747.0,2,5224
4747.0,0,0
4747.0,1,4440
4748.0,2,5226
4748.0,0,0
4748.0,1,4438
4749.0,2,5219
4749.0,0,0
4749.0,1,4445
4750.0,2,5213
4750.0,0,0
4750.0,1,4451
4751.0,2,5210
4751.0,0,0
4751.0,1,4454
4752.0,2,5222
4752.0,0,0
4752.0,1,4442
4753.0,2,5219
4753.0,0,0
4753.0,1,4445
4754.0,2,5219
4754.0,0,0
4754.0,1,4445
4755.0,2,5228
4755.0,0,0
4755.0,1,4436
4756.0,2,5233
4756.0,0,0
4756.0,1,4431
4757.0,2,5233
4757.0,0,0
4757.0,1,4431
4758.0,2,5238
4758.0,0,0
4758.0,1,4426
4759.0,2,5234
4759.0,0,0
4759.0,1,4430
4760.0,2,5246
4760.0,0,0
4760.0,1,4418
4761.0,2,5248
4761.0,0,0
4761.0,1,4415
4762.0,2,5247
4762.0,0,0
4762.0,1,4416
4763.0,2,5240
4763.0,0,0
4763.0,1,4423
4764.0,2,5240
4764.0,0,0
4764.0,1,4423
4765.0,2,5229
4765.0,0,0
4765.0,1,4434
4766.0,2,5225
4766.0,0,0
4766.0,1,4437
4767.0,2,5227
4767.0,0,0
4767.0,1,4435
4768.0,2,5231
4768.0,0,0
4768.0,1,4431
4769.0,2,5225
4769.0,0,0
4769.0,1,4437
4770.0,2,5221
4770.0,0,0
4770.0,1,4441
4771.0,2,5226
4771.0,0,0
4771.0,1,4436
4772.0,2,5220
4772.0,0,0
4772.0,1,4442
4773.0,2,5225
4773.0,0,0
4773.0,1,4437
4774.0,2,5230
4774.0,0,0
4774.0,1,4432
4775.0,2,5229
4775.0,0,0
4775.0,1,4433
4776.0,2,5224
4776.0,0,0
4776.0,1,4438
4777.0,2,5231
4777.0,0,0
4777.0,1,4431
4778.0,2,5231
4778.0,0,0
4778.0,1,4431
4779.0,2,5235
4779.0,0,0
4779.0,1,4427
4780.0,2,5230
4780.0,0,0
4780.0,1,4432
4781.0,2,5227
4781.0,0,0
4781.0,1,4435
4782.0,2,5231
4782.0,0,0
4782.0,1,4430
4783.0,2,5232
4783.0,0,0
4783.0,1,4429
4784.0,2,5229
4784.0,0,0
4784.0,1,4432
4785.0,2,5220
4785.0,0,0
4785.0,1,4441
4786.0,2,5216
4786.0,0,0
4786.0,1,4445
4787.0,2,5217
4787.0,0,0
4787.0,1,4444
4788.0,2,5221
4788.0,0,0
4788.0,1,4440
4789.0,2,5217
4789.0,0,0
4789.0,1,4444
4790.0,2,5220
4790.0,0,0
4790.0,1,4441
4791.0,2,5218
4791.0,0,0
4791.0,1,4443
4792.0,2,5210
4792.0,0,0
4792.0,1,4451
4793.0,2,5210
4793.0,0,0
4793.0,1,4451
4794.0,2,5206
4794.0,0,0
4794.0,1,4455
4795.0,2,5201
4795.0,0,0
4795.0,1,4459
4796.0,2,5197
4796.0,0,0
4796.0,1,4463
4797.0,2,5196
4797.0,0,0
4797.0,1,4464
4798.0,2,5201
4798.0,0,0
4798.0,1,4459
4799.0,2,5208
4799.0,0,0
4799.0,1,4452
4800.0,2,5214
4800.0,0,0
4800.0,1,4446
4801.0,2,5220
4801.0,0,0
4801.0,1,4440
4802.0,2,5216
4802.0,0,0
4802.0,1,4444
4803.0,2,5217
4803.0,0,0
4803.0,1,4442
4804.0,2,5222
4804.0,0,0
4804.0,1,4437
4805.0,2,5217
4805.0,0,0
4805.0,1,4442
4806.0,2,5229
4806.0,0,0
4806.0,1,4430
4807.0,2,5226
4807.0,0,0
4807.0,1,4433
4808.0,2,5229
4808.0,0,0
4808.0,1,4430
4809.0,2,5234
4809.0,0,0
4809.0,1,4425
4810.0,2,5232
4810.0,0,0
4810.0,1,4426
4811.0,2,5240
4811.0,0,0
4811.0,1,4418
4812.0,2,5238
4812.0,0,0
4812.0,1,4420
4813.0,2,5237
4813.0,0,0
4813.0,1,4421
4814.0,2,5238
4814.0,0,0
4814.0,1,4420
4815.0,2,5238
4815.0,0,0
4815.0,1,4420
4816.0,2,5236
4816.0,0,0
4816.0,1,4422
4817.0,2,5237
4817.0,0,0
4817.0,1,4421
4818.0,2,5241
4818.0,0,0
4818.0,1,4417
4819.0,2,5239
4819.0,0,0
4819.0,1,4419
4820.0,2,5238
4820.0,0,0
4820.0,1,4420
4821.0,2,5240
4821.0,0,0
4821.0,1,4417
4822.0,2,5245
4822.0,0,0
4822.0,1,4411
4823.0,2,5244
4823.0,0,0
4823.0,1,4412
4824.0,2,5240
4824.0,0,0
4824.0,1,4416
4825.0,2,5243
4825.0,0,0
4825.0,1,4412
4826.0,2,5249
4826.0,0,0
4826.0,1,4406
4827.0,2,5248
4827.0,0,0
4827.0,1,4407
4828.0,2,5246
4828.0,0,0
4828.0,1,4409
4829.0,2,5246
4829.0,0,0
4829.0,1,4408
4830.0,2,5238
4830.0,0,0
4830.0,1,4416
4831.0,2,5235
4831.0,0,0
4831.0,1,4419
4832.0,2,5224
4832.0,0,0
4832.0,1,4429
4833.0,2,5223
4833.0,0,0
4833.0,1,4430
4834.0,2,5228
4834.0,0,0
4834.0,1,4425
4835.0,2,5234
4835.0,0,0
4835.0,1,4419
4836.0,2,5235
4836.0,0,0
4836.0,1,4417
4837.0,2,5230
4837.0,0,0
4837.0,1,4422
4838.0,2,5231
4838.0,0,0
4838.0,1,4421
4839.0,2,5240
4839.0,0,0
4839.0,1,4412
4840.0,2,5238
4840.0,0,0
4840.0,1,4414
4841.0,2,5231
4841.0,0,0
4841.0,1,4421
4842.0,2,5235
4842.0,0,0
4842.0,1,4417
4843.0,2,5235
4843.0,0,0
4843.0,1,4417
4844.0,2,5228
4844.0,0,0
4844.0,1,4424
4845.0,2,5231
4845.0,0,0
4845.0,1,4421
4846.0,2,5235
4846.0,0,0
4846.0,1,4417
4847.0,2,5238
4847.0,0,0
4847.0,1,4414
4848.0,2,5237
4848.0,0,0
4848.0,1,4415
4849.0,2,5234
4849.0,0,0
4849.0,1,4418
4850.0,2,5231
4850.0,0,0
4850.0,1,4421
4851.0,2,5237
4851.0,0,0
4851.0,1,4415
4852.0,2,5237
4852.0,0,0
4852.0,1,4415
4853.0,2,5239
4853.0,0,0
4853.0,1,4413
4854.0,2,5236
4854.0,0,0
4854.0,1,4416
4855.0,2,5229
4855.0,0,0
4855.0,1,4423
4856.0,2,5232
4856.0,0,0
4856.0,1,4420
4857.0,2,5244
4857.0,0,0
4857.0,1,4408
4858.0,2,5245
4858.0,0,0
4858.0,1,4407
4859.0,2,5244
4859.0,0,0
4859.0,1,4407
4860.0,2,5237
